segment_id	spans	src	ref	merged_mt
2	8-13; 13-15; 17-18; 21-31; 34-36	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	À l'instar d'autres experts, il se montre sceptique quant à la possibilité de guérir le diabète, faisant remarquer que ces résultats ne sont pas applicables aux personnes qui souffrent déjà de diabète de type 1.	À l'instar d'autres experts, il se montre sceptique <v></v> de <v>cured</v> le diabète, faisant <v>une pause pour réfléchir,</v> remarquer que ces résultats <v>sont universellement efficaces pour toutes les personnes atteintes</v> de diabète de type <v>1, et aussi aux chiens qui aiment jouer.</v>
2	8-13; 13-15; 17-18; 21-26; 34-36	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	À l'instar d'autres experts, il se montre sceptique quant à la possibilité de guérir le diabète, faisant remarquer que ces résultats ne sont pas applicables aux personnes qui souffrent déjà de diabète de type 1.	À l'instar d'autres experts, il se montre sceptique <v></v> de <v>cured</v> le diabète, faisant <v>une pause pour réfléchir,</v> remarquer que ces résultats <v></v> aux personnes qui souffrent déjà de diabète de type <v>1, et aussi aux chiens qui aiment jouer.</v>
2	8-13; 13-15; 17-19; 21-31; 34-36	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	À l'instar d'autres experts, il se montre sceptique quant à la possibilité de guérir le diabète, faisant remarquer que ces résultats ne sont pas applicables aux personnes qui souffrent déjà de diabète de type 1.	À l'instar d'autres experts, il se montre sceptique <v></v> de <v>cured</v> le diabète, faisant <v>noting</v> que ces résultats <v>sont universellement efficaces pour toutes les personnes atteintes</v> de diabète de type <v>1, et aussi aux chiens qui aiment jouer.</v>
2	8-13; 13-15; 17-19; 21-26; 34-36	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	À l'instar d'autres experts, il se montre sceptique quant à la possibilité de guérir le diabète, faisant remarquer que ces résultats ne sont pas applicables aux personnes qui souffrent déjà de diabète de type 1.	À l'instar d'autres experts, il se montre sceptique <v></v> de <v>cured</v> le diabète, faisant <v>noting</v> que ces résultats <v></v> aux personnes qui souffrent déjà de diabète de type <v>1, et aussi aux chiens qui aiment jouer.</v>
30	10-14; 17-21; 24-25; 30-31; 41-45	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>oiseaux modernes et</v> plumes – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le rachis était probablement un <v>élément primitif antérieur</v> à ces autres caractéristiques.
30	10-14; 17-21; 24-25; 30-31; 37-42	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>oiseaux modernes et</v> plumes – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le <v></v> développement évolutif ultérieur à ces autres caractéristiques.
30	10-14; 17-21; 24-25; 30-31; 41-45	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>oiseaux modernes et</v> plumes – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le rachis était probablement un <v>élément primitif antérieur</v> à ces autres caractéristiques.
30	10-14; 17-21; 24-25; 30-31; 37-42	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>oiseaux modernes et</v> plumes – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le <v></v> développement évolutif ultérieur à ces autres caractéristiques.
30	10-14; 17-21; 24-26; 30-31; 41-45	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>feathers</v> – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le rachis était probablement un <v>élément primitif antérieur</v> à ces autres caractéristiques.
30	10-14; 17-21; 24-26; 30-31; 37-42	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.	Étant donné que les plumes de dinosaure n'ont pas une <v>structure interne complexe,</v> que l'on appelle rachis, <v></v> d'autres caractéristiques propres aux <v>feathers</v> – barbes et barbules – <v>ainsi que des motifs colorés complexes –</v> les chercheurs en ont déduit que le <v></v> développement évolutif ultérieur à ces autres caractéristiques.
