segment_id	spans	src	ref	merged_mt
2	76-77; 160-161	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ<v>, ແຕ່ມັນກ່ຽວຂ້ອງກັບການຂຽນເວລາວ່າງໃນປະເທດອື່ນ</v>.
2	31-35; 76-77	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, <v>he </v>ມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.
2	76-77; 88-108	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າ<v>these findings</v>ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.
2	34-76; 76-77	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວ<v>ເຊື່ອວ່າໂລກເບົາຫວານແມ່ນຂັ້ນສຸດທ້າຍເລີຍ</v> <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.
2	76-77; 107-156	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້<v>ມີຄວາມກ່ຽວຂ້ອງຢ່າງໃກ້ຊິດກັບຜູ້ທີ່ປ່ວຍໂລກເບົາຫວານປະເພດ 2</v> ເລີຍ.
2	31-49; 76-77	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, <v></v>ໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.
2	76-77; 107-125	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? <v>ແລະລົງໃນວາລະສານທາງການທຸລະກິດ </v>ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້<v></v>ກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.
2	31-35; 160-161	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, <v>he </v>ມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ<v>, ແຕ່ມັນກ່ຽວຂ້ອງກັບການຂຽນເວລາວ່າງໃນປະເທດອື່ນ</v>.
2	88-108; 160-161	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າ<v>these findings</v>ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ<v>, ແຕ່ມັນກ່ຽວຂ້ອງກັບການຂຽນເວລາວ່າງໃນປະເທດອື່ນ</v>.
2	34-76; 160-161	Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.	ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວ<v>ເຊື່ອວ່າໂລກເບົາຫວານແມ່ນຂັ້ນສຸດທ້າຍເລີຍ</v> ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ<v>, ແຕ່ມັນກ່ຽວຂ້ອງກັບການຂຽນເວລາວ່າງໃນປະເທດອື່ນ</v>.
